id,barrio,cant_amb,cant_banos,sup_total,sup_cub,precio,tipo_prop
OukjV15zM39nsWIxP75e3g==,36,4.0,1.0,130.0,122.0,180000,6
LXvs8dNv4Nytgpn55YfX/Q==,12,4.0,4.0,169.0,169.0,439000,6
T+MK1ynO6sEvci/8oe4V2Q==,0,4.0,2.0,132.0,123.0,410000,6
oKhYdsQdeqotWxclowHblA==,1,4.0,1.0,104.0,92.0,261000,6
enMwkBVOAcySQzYXIHhCaw==,1,4.0,1.0,104.0,92.0,261000,6
HKrV94U1iqLIM7scJPFwew==,1,4.0,2.0,90.0,80.0,229000,6
wCCkBEZB3CsW4Mjq74H4bQ==,1,4.0,2.0,90.0,80.0,229000,6
ydHCuTuPtOkqYMGajKMdlw==,9,4.0,3.0,100.0,95.0,277000,6
II+LNR9C03Y7u9qM/W0MAQ==,22,4.0,2.0,85.0,78.0,239000,6
ex0N3IoZeuXNPfXIsAOZYQ==,1,5.0,4.0,170.0,160.0,370000,6
jhus02m4tE0/rPyH8L4lag==,32,3.0,2.0,250.0,168.3039858966448,298000,3
S8ykyCAxv5EbvERDsIgAJw==,39,2.0,2.0,180.0,120.0,238000,3
fpXybwAvPc+9MjXDGU3xTg==,21,0.0,0.0,177.0,238.02745198057767,550000,4
Lbr5ITnVTqVwZne8czLhXA==,1,0.0,0.0,171.0,172.3387962242256,400000,4
wqrG7/n2omczhZWR/Pi11g==,8,0.0,0.0,151.0,2.0,650000,4
AVL4bqTpEXK1dqTzlcTd2Q==,8,0.0,0.0,202.0,49.98582506711615,425000,4
ubHeU0X28qFNHstaXlRCRQ==,8,0.0,0.0,202.0,49.98582506711615,425000,4
m7OHg2pBvtvN09TJ1pmj0A==,9,0.0,0.0,212.0,177.19481790693104,520000,4
VSLppk8qGf2ZG2qanJrTAQ==,14,0.0,0.0,241.0,225.9827839167255,600000,4
7vNrYTlM9TdlC9JeEYdbDg==,32,0.0,0.0,161.0,2.0,550000,4
i9NtK6HmCEmWUd2icMnPEA==,5,0.0,0.0,343.0,85.8787816703943,295000,4
YWC7+O+i8RQ2qnP6DOm6Fg==,5,0.0,0.0,143.0,118.99888804468678,260000,4
WDkHenpXJovO3Nkzn0+UsQ==,28,0.0,0.0,435.0,435.0,400000,8
8a0/WWRIcXAHy8MoOlvCww==,27,0.0,0.0,450.0,450.0,360000,8
8rzqKXYqQTFyJckqpzB2CA==,20,0.0,0.0,89.0,89.0,270000,8
qlsH9GAN747LVd/OgSag9Q==,0,0.0,0.0,165.0,165.0,340000,5
DmTY0cSoOUp7b0oiP5uPMg==,40,0.0,0.0,166.0,186.0,274000,5
NFcTVqKzwoUuf41jGfYVOw==,40,0.0,0.0,563.0,457.0,690000,5
nJoBRESAkoCD65P2jvUvmA==,28,0.0,0.0,535.0,435.0,350000,5
ZcmsgAZ7pBa2tr9Oq7vVhw==,18,0.0,0.0,51.0,51.0,59900,5
pP6rFymiRpUacQ8o3tAsfQ==,18,0.0,0.0,170.0,170.0,220000,5
FldwbZHOk3I4TTIdmoIKvA==,44,0.0,0.0,301.0,301.0,425000,5
JgYmpaYFgnn+uCAqaNn/aQ==,44,0.0,0.0,59.0,59.0,118000,5
n4lpJ37pUmOnfJ8+qmaKxA==,44,0.0,0.0,85.0,85.0,145000,5
VCDXCd98FH1CR8Hb9qPofg==,44,0.0,0.0,164.0,164.0,255000,5
H/TVcyDiApt3+3fXqmkT7w==,3,0.0,0.0,80.0,80.0,170000,5
zkGNKySSh6Y+yIrYugwJiw==,3,0.0,0.0,108.0,101.0,365000,5
tyvAJnnJ/JygLTzB8qFxDA==,19,0.0,0.0,66.0,66.0,85000,5
NseBNlcs7SksMu2H51BisA==,15,0.0,0.0,82.0,82.0,145000,5
IcTwaW1V1oQTzA1x4FYdTQ==,20,0.0,0.0,301.0,301.0,425000,5
Oy+2pB21T0o471OYecHU5Q==,20,0.0,0.0,59.0,59.0,118000,5
kdkaIj4op8ktphdcAi1cnQ==,20,0.0,0.0,60.0,60.0,110000,5
t2NDxy/tSraFdli4wiVE4Q==,51,0.0,0.0,244.0,63229.0,190000,1
xub411ocaG/xOgWvkEE3+A==,5,0.0,0.0,850.0,86664.0,750000,1
adKV2ZPCbbtlkiimqOElNQ==,1,1.0,1.0,23.0,23.0,69000,6
3tlVOVLhpqfV51XnGlUTOQ==,8,1.0,1.0,19.0,19.0,65000,6
t8A50uXpj3eiXZ+00HOw3g==,8,1.0,1.0,52.0,48.0,140000,6
dMkqAPGQHZ465TBJOoshjQ==,8,1.0,1.0,40.0,37.0,150000,6
39tbfH/s36LZL6ZePZfIiQ==,8,1.0,1.0,54.0,35.0,166400,6
uHukN9NVh6Lji7p5YHMBnQ==,8,1.0,1.0,39.0,36.0,91000,6
6JIkmg8co75mih5P4brK2w==,9,4.0,1.0,60.0,58.0,160000,6
0qfasHXxlXBsE5ZamOXi1Q==,9,3.0,2.0,69.0,67.0,230000,6
mbl3k1mx2ioruaSJK/nG3A==,22,3.0,1.0,41.0,44.50000040875338,93000,6
4wgP9gWS0PRnhizY8iRbzg==,22,3.0,1.0,41.0,45.0,93000,6
zdWi1iIv3HsSjzUQfmiVtA==,14,1.0,1.0,38.0,34.0,95000,6
DD7frWuIfyBcwCbri5lozg==,24,3.0,1.0,67.0,65.0,169000,6
cxPiiBLfTXObua4FWJvtpg==,24,2.0,1.0,38.0,38.0,64000,6
VZaah+6Pyn6mxoPygOW74Q==,31,1.0,1.0,36.0,36.0,107900,6
Ap99Jdpc3ZXMX5/XoSgM9Q==,3,1.0,1.0,45.0,35.0,160000,6
/1r1lWnPkiN2e/N4k9Op6g==,15,3.0,1.0,72.0,72.0,339000,6
xwSBnZgeRIuTqp3fgP71WQ==,15,1.0,1.0,40.0,35.0,114000,6
I3s+OLjvZRf/zCfcpJy95A==,15,1.0,1.0,40.0,34.0,107000,6
tR306KVNr9JhHTb1cbiTXg==,15,1.0,1.0,40.0,34.0,102000,6
z6ISHSne+MiaUOzNsgC3yQ==,15,1.0,1.0,40.0,35.0,101000,6
3wnZtPsphO/KvSdKfbl3ow==,15,1.0,1.0,39.0,36.0,81000,6
ZmcI/JH5RgrP7Jo9Rc6sag==,39,2.0,1.0,86.0,50.0,150000,6
kVXHNG/MBXtCHHs15CcEVg==,45,0.0,0.0,198.0,165.0,380000,7
QQPE2TKwwDiRMXvNgHIAuQ==,1,0.0,0.0,50.0,50.0,110000,7
haMramqsaF0/WzZpOAwRRA==,1,0.0,0.0,120.0,120.0,280000,7
eB9r0G5V0ZeBMRSi2FdT4A==,8,0.0,0.0,35.0,35.0,119500,7
CzVctL7gkW6pOdFu91SfGQ==,8,0.0,0.0,145.0,145.0,335000,7
33KXRihb3ebZ88e/A0DgQg==,8,0.0,0.0,155.0,155.0,250000,7
bjE1mq4GCWdk7niJSsdCxQ==,44,0.0,0.0,91.0,91.0,90000,7
am6PpNa5eUgk2Hlg9U3MJQ==,44,0.0,0.0,206.0,197.0,350000,7
OeSCVyC0JtjTNtc11QcifQ==,44,0.0,0.0,75.0,75.0,160000,7
DikAn5Te67AFyDNmcaYhcg==,15,0.0,0.0,84.0,84.0,240000,7
w0g/wSftS4xfX7AK4JVNsQ==,15,0.0,0.0,80.0,80.0,430000,7
+JsPqQYmm/VM8WhHEs+5UQ==,15,0.0,0.0,39.0,39.0,110000,7
Uh5ictrtBiHjIxroQflUHA==,43,0.0,0.0,220.0,220.0,730000,7
lHh0MNtfY/EO8H+4lSm0OQ==,5,0.0,0.0,141.0,141.0,650000,7
ClBleBpOHD2SrhCr6h9Geg==,17,0.0,0.0,39.0,39.0,110000,7
C3OGhpALMiukQyFJN5B2Vw==,20,0.0,0.0,312.0,312.0,585000,7
v9f3pkmOV6YzsEbQ3v7YjA==,20,0.0,0.0,119.0,119.0,650000,7
kjTobVEBWDJ7v5WqXB++zw==,20,0.0,0.0,57.0,57.0,65000,7
g4N0EhCQYAMk0xAw60Oxgw==,9,1.0,1.0,23.0,23.0,78500,6
iyoAdI11SMF16/ZxLhb+gQ==,37,1.0,1.0,23.0,23.0,78500,6
XwiN+T1gquoc3tKf7k0lvw==,1,2.0,1.0,48.0,48.0,99000,2
EFbAGXiZmeHh3SVTMO9cCg==,8,2.0,1.0,45.0,45.0,125000,2
EVbombOGska1oOtTybzFLg==,29,1.0,1.0,29.0,29.0,69000,2
v1qsZ9X2gZdnBkNrvYGBSg==,41,2.0,1.0,57.0,44.0,82000,2
RyZiQ11DUK2/iQjNIaza8w==,17,2.0,1.0,48.0,48.0,99000,2
r9ELqqdPUXikyzBSdmH80w==,12,1.0,1.0,39.0,37.0,70000,6
4mBIZD3auBU9ylMAXrKLxw==,12,1.0,1.0,39.0,36.0,70000,6
xdHpz7/OphE0u+10jWO/Hg==,12,2.0,1.0,395.0,35.0,110000,6
Dxcpch9SK5mdNtkaSdUvOA==,21,1.0,1.0,49.0,35.0,125000,6
l0UHjqLz/UeQC/FWOm2DLg==,0,1.0,1.0,42.0,42.0,131000,6
mtX3B7benUV25w/qiRGUnQ==,1,2.0,1.0,37.0,35.0,125000,6
yPgDNbzs8ieij3sONNuquA==,1,2.0,1.0,42.0,39.0,98000,6
5uLJV7vzODZwmEy0slt5Lw==,1,2.0,1.0,42.0,38.0,110900,6
NOPTG+ZWxN7gJ6Aq8yzsSA==,1,2.0,1.0,48.0,45.0,105000,6
Dry+qTs7HOVJIcrIgxK5CQ==,1,2.0,1.0,49.0,45.0,152000,6
o6VDJs//W3Ab2qtSayhAQA==,1,2.0,1.0,49.0,45.0,152000,6
D86BGMSHojT463gdDtRiNw==,8,2.0,1.0,37.0,33.0,100000,6
XoHSRMMRt5GIDeI96fKsYw==,8,1.0,1.0,34.0,23.0,92000,6
AodOzP11qUfJ1DskiwczbQ==,8,2.0,1.0,52.0,33.0,120000,6
64lwGPnpL48DfAGvydlTyA==,8,2.0,1.0,58.0,58.0,159000,6
TWSgJP0UTnFnQX8d2iQgRg==,8,2.0,1.0,77.0,67.0,220000,6
WyCBbBH2fKDb7VlAzy4Chw==,8,2.0,1.0,46.0,46.0,115000,6
PpoBp4b5dGBAQTSCTtV9fQ==,8,2.0,1.0,97.0,62.0,225000,6
MPDDFdi2CwaxK6G1He6LBw==,8,2.0,1.0,42.0,35.0,148000,6
XN3GvAmOovLfpYWuaYg9Xg==,8,2.0,1.0,55.0,48.0,175000,6
RkMIglWp8wbj0jUYI4SC1A==,8,2.0,1.0,42.0,42.0,164000,6
w3VNngr8BJsSzYqcGAzoyQ==,8,2.0,1.0,42.0,42.0,129000,6
409dgkIZh/dqd7KDsx6hFQ==,8,1.0,1.0,40.0,36.0,160000,6
RphHGqpcNhAmB8Ia7R3s4w==,8,2.0,1.0,47.0,40.0,210000,6
HHt1/h0jNaDejzB4r9hdJA==,6,2.0,1.0,51.0,48.0,144500,6
ggFOSz6LsOMvvkRxWNEKeQ==,9,1.0,1.0,60.0,50.0,200000,6
SoV0zX4a3/6mY2Ii5nq8KA==,2,2.0,1.0,52.0,52.0,180000,6
hNere4pqZOnqy2+u79BUpg==,2,2.0,1.0,45.0,39.0,170000,6
K4ede1htGhZHWYeS4ITCYw==,2,2.0,1.0,55.0,51.0,240000,6
XCsaGS7rd9h1o4lU1rDGqQ==,2,2.0,1.0,47.0,40.0,210000,6
rMaw16WYTO14MlfZvGGPbQ==,29,2.0,2.0,119.0,55.0,170000,6
Kp9sIgYPRDL5Pr35JIFAGA==,29,1.0,1.0,25.0,23.0,75000,6
oXdUi1SKi5WoxT1Y+2HaXw==,13,2.0,1.0,59.0,39.0,110000,6
xVNfQ+OVD0wQecCehzN95w==,13,2.0,1.0,49.0,49.0,94000,6
seMsdDgS6by7sP/KLLDT3w==,22,2.0,1.0,67.0,55.0,155000,6
hcLUxhbfPFE3Ri09YdWV2Q==,22,1.0,1.0,43.0,40.0,105000,6
iHNJOCp7ESOThkPRzm3S4g==,24,2.0,1.0,56.0,34.0,115000,6
fHT47Pv95a0tK6S15RcILg==,30,2.0,1.0,30.0,30.0,105000,6
nuVxw7G2pYRS+AyLLnF4kA==,30,2.0,1.0,55.0,55.0,175000,6
UQGe1C//sQeF8zpHLZ0CGw==,3,1.0,1.0,21.0,24.00000347025274,75000,6
tqjAHg0VgRMSBzyjdrsOTg==,3,2.0,1.0,31.0,31.0,94000,6
GXLyn45HHG1kFHHHnvY48A==,3,2.0,1.0,47.0,40.0,210000,6
PAz+DWoiQt6lea9Y0N7tVg==,3,2.0,1.0,34.0,34.0,108000,6
qSIaMpPlUVwc51rpCdWZsw==,3,1.0,1.0,27.0,27.0,85000,6
avdrlCsQltHbLR4IZNzJiQ==,19,2.0,1.0,46.0,46.0,125000,6
HyzV6xTltMp9Kmj7fIDQIQ==,19,1.0,1.0,24.0,24.0,69000,6
tW4kdf2PNZHsbdlLrxIgaQ==,19,2.0,1.0,57.0,42.0,115000,6
1DmKaqmFEzoWGysHnLbvIg==,15,2.0,1.0,48.0,46.0,160000,6
b/VNS1LRIvmHEN8cHwjlJQ==,15,2.0,1.0,46.0,43.0,110000,6
1KP17Mq5LhmxipT4gpVhig==,15,2.0,1.0,39.0,36.0,91000,6
DpwiNjpGbw58WVM+YZSHMw==,15,2.0,1.0,47.0,42.0,141050,6
l4BlX1HnK+ZieNl/7sqZLQ==,15,2.0,1.0,43.0,40.0,115000,6
hyERZWCz8vb6VzjPVGu88w==,25,2.0,1.0,90.0,90.0,520000,6
X5jrmA3gSe2vj5L32o3mvA==,27,2.0,1.0,46.0,46.0,100580,6
Zp21IWOeCMOh34Mrjs5vbQ==,27,1.0,1.0,36.0,36.0,73295,6
e9zw1sylkqCqQ15mL1xryw==,27,1.0,1.0,39.0,39.0,85600,6
UbDKbUFHs3niIJoo0lnWdQ==,27,2.0,1.0,39.0,37.0,105000,6
t9FQOBUDQ/Ben0O2JXntTg==,27,1.0,1.0,37.0,37.0,76500,6
xOrWARTt2jXsg4VgdxHKwA==,27,2.0,1.0,46.0,46.0,94160,6
aZdtL1ZScLctu79oYcD6Rw==,4,1.0,1.0,40.0,33.0,125653,6
U6d5GNNtVPuv/89JW/GqHA==,5,2.0,1.0,46.0,46.0,98000,6
3FB0Sl9qtEeYeZODrDmEcg==,38,2.0,1.0,46.0,42.0,139000,6
d2pGg/Lqk1pA5660T/+JZQ==,39,2.0,1.0,46.0,42.0,139000,6
JjSFiMq0mkBDTnvFAbx1hw==,17,2.0,1.0,50.0,37.0,118500,6
bhq8YGWXBJfO70DAA/lgDA==,17,2.0,1.0,52.0,43.0,160000,6
/n+4Mm0/FNnL1ykshnGiag==,17,2.0,1.0,37.0,37.0,85000,6
B0/Sjv8PWt6gcWlAYXOeVQ==,17,2.0,1.0,32.0,32.0,73000,6
kJ077JHg4gIPthMWhtWCaQ==,33,1.0,1.0,44.0,38.0,130000,6
Cc2oTcOcjPBZAon6rkTaLg==,33,2.0,1.0,41.0,41.0,96000,6
OXJpzhyqKkQatZmE+om45w==,33,2.0,1.0,59.0,42.0,170000,6
oVpxp6CVycfqSEYS+l6ZBw==,20,2.0,1.0,31.0,31.0,75000,6
J3Ba7FKnprIOtekUhbf/Sw==,8,3.0,1.0,65.0,56.0,160000,2
SQZCkqjWzAthwfHcwgFtWA==,8,3.0,1.0,102.0,80.0,212000,2
frGJcIncDaFcoGEl2HUQRQ==,10,3.0,1.0,146.0,146.0,170000,2
N5awooa2fXX9rDvJMFvBYA==,35,3.0,1.0,70.0,63.0,143000,2
VwMRZCXOahuu7inLbO7AzQ==,53,3.0,1.0,70.0,63.0,143000,2
fBLJg6zxTRg1Wx7KjEPYqA==,32,3.0,1.0,70.0,63.0,143000,2
mgpwmWvIVe1euHeaV8KSxw==,27,3.0,1.0,59.0,37.0,120000,2
dtSiEumVAUf+Dek0S+F49A==,26,3.0,1.0,101.0,59.0,138000,2
iInq7h/vEaB4xeqMDnnT5Q==,39,3.0,1.0,86.0,72.0,185000,2
ih6o7JpMzrblu6hTFFHoCw==,16,3.0,1.0,216.0,216.0,498000,3
0eNJjgGJIudEEUGzJK6EGA==,4,2.4997759832131257,2.0,180.51321699042563,120.0,250000,3
DS8BoyhZCeL8wnGj0nW+EA==,48,3.0,1.0,211.0,211.0,180000,3
masqFmMeHnPL1DEtpIajxA==,12,3.0,1.0,55.0,51.0,95000,6
anksMrMFhFPafSM7/1N1yA==,12,3.0,1.0,58.0,42.0,83000,6
hfTS8SDVDzqLgKJT/uZsHQ==,12,3.5001725992144967,2.0,76.0,72.0,378000,6
vub8b5An19sLA6L2XZ1/xg==,21,3.0,1.0,58.0,55.0,145000,6
i8i+swh45CVzaklG0m+H6A==,21,3.0,1.0,68.0,68.0,165000,6
tErgtil9E3ILIV0Wr0GTYw==,0,2.0,2.0,227.0,227.0,620000,6
9gdV5Z7TvQSwMGFPazQ87A==,0,3.0,1.0,52.0,48.0,220000,6
bVVLYsXWhHNy88LfNu1PrQ==,1,3.0,1.0,64.0,61.0,142000,6
s1kTmPaD3NhBFXcNhfMYVw==,1,3.0,1.0,92.0,77.0,180000,6
Zr2IP0wpCEeu1zS2SOGUVw==,1,3.0,2.0,73.0,65.0,220000,6
x+xrH1XCwKxjVQ2QZYezBg==,1,3.0,2.0,70.0,66.0,178000,6
ut7BnmDDoVdsk3si/8vowg==,8,3.0,1.0,98.0,73.0,309000,6
3e42YL7KzN0+XEC77kWUYQ==,8,3.0,1.0,70.0,60.0,220000,6
58O+/stK5jq1tWN/jvHENQ==,8,3.0,1.0,98.0,73.0,309000,6
sJ1wrwg7FwlGt7bQkbc8HQ==,8,3.0,3.0,132.0,125.0,357000,6
hfTD+u+DjrTT6ooCoZvkUQ==,8,3.0,2.0,116.0,62.0,250000,6
zlOlkskxqK1m1+hStfX28w==,8,3.0,1.0,62.0,62.0,245000,6
ZCYJ5MMvX/0T+Sh46L4KKw==,8,3.0,1.0,70.0,60.0,220000,6
iybUQ/MCvcyOj+IBrzFKtg==,8,3.0,1.0,64.0,61.0,159000,6
m8BC4tSn7+SucurtS5yNMA==,8,3.0,2.0,73.0,70.0,159000,6
pBs6971alsi15raS2q4l3w==,9,3.0,1.0,78.0,66.0,255000,6
Yqo6XSBRpJRl/MlKqcWWDQ==,9,3.0,2.0,63.0,56.0,230000,6
JEIvV8X1LL6rCvvQBpUU9w==,28,3.0,1.0,56.0,56.0,110000,6
A2iP/bXo+8gLOYvn5+VTeQ==,2,3.0,2.0,86.0,80.0,315000,6
c4RTHt2oHSfffwW+z+Mo1Q==,2,4.0,2.0,110.0,100.0,349000,6
V1x2c8kJoKoBLCK/MinaZA==,2,3.0,3.0,112.0,109.0,369000,6
vWUyBD+va8HSq404CnRyMA==,2,3.0,1.0,83.0,80.0,279000,6
UAV9CiOSV9NrWFBwlMmujA==,2,3.0,1.0,55.0,48.0,154000,6
HNA2Dlx3d5/daWkQr6acXQ==,2,3.0,1.0,45.0,45.0,120000,6
6cA/t6heqNV/yhuxkRmK0g==,2,3.0,2.0,86.0,80.0,315000,6
cjBEvB1jclkcZnM+GE0l9Q==,13,3.0,1.0,52.0,49.0,125000,6
zzgWsFwwXd+iIubOOVsnxg==,13,3.0,2.0,84.0,77.0,180000,6
d+CpQmmJzkl5YhUYR4iilA==,22,3.499898567297507,2.0,76.0,72.0,378000,6
50Og6SvR+cNBqlrkUiDIPQ==,22,3.0,1.0,54.0,54.0,160000,6
uElHGfqA8+GCKbL2KJ/B2w==,22,3.0,1.0,52.0,52.0,143000,6
w/+m1C2LNv9tmVRCFoKPcA==,30,3.0,2.0,83.0,83.0,330000,6
5vlJbBpGqboKFvzfsHi7sg==,44,3.0,1.0,59.0,59.0,118000,6
E52VlIYAeNTyQINb+oHLBw==,3,2.999996350076335,1.0,70.0,68.0,179000,6
crbF62Pygcg1bWzhjD5E7Q==,3,5.0,2.0,111.0,111.0,350000,6
3Yu7Px3QwvAoccxIMrFLpw==,15,3.0,2.0,140.0,130.0,340000,6
v3E5QCsYmTd9UdMDYsC5ZQ==,15,3.0,1.0,54.0,52.0,115000,6
OVRkTcQHto3cSS5PkpccWg==,15,3.0,2.0,75.0,64.0,250000,6
fPzjuRO0YxNcM60LmEJnkw==,15,3.0,1.0,76.0,60.0,149000,6
phtzhrJA7Xk4YuuTkb6ccQ==,15,3.0,1.0,64.0,61.0,142000,6
A/pwBIqZVK9d+AxWWcqxnA==,15,3.0,2.0,73.0,65.0,220000,6
xZ9IMupLEbYXQKM05D/cAg==,15,3.0,2.0,75.0,64.0,250000,6
sAPgWZkXeRo9mUadvnpDmA==,15,3.0,1.0,65.0,58.0,144000,6
Pef8Brt6GdL3zRMfmU7m0w==,32,3.0,1.0,65.0,60.0,165000,6
mmRS04H2msidgbIuqOlT8Q==,25,3.0,3.0,137.0,135.0,698900,6
uutQ16eCdvk3cFV0C+zARQ==,4,3.0,1.0,57.0,54.0,145000,6
nsXAfbg+bKw4Vgxw0oUDJA==,4,3.0,2.0,60.0,60.0,245000,6
mxymxxcCzCx59VOTxmx3/A==,17,3.0,2.0,79.0,70.0,269000,6
k/2koNDNRep6XDqkr91oAA==,17,3.0,2.0,63.0,60.0,190000,6
EAdtFfM6Kf3glutphGEH8A==,33,3.0,2.0,71.0,65.0,230000,6
J6IYdNjyLCF0wpL7lfMIxQ==,20,3.0,1.0,59.0,59.0,118000,6
YjFMRiJy9/OjFbkKQFJFTg==,12,4.0,1.0,130.0,100.0,255000,2
wVlpsVPB7eK+y1OMCE6TdQ==,8,4.0,2.0,82.0,75.0,155000,2
xIcocAJGOlCEoOeGH+A1/A==,8,4.0,1.0,77.0,77.0,239000,2
uZn13EhSysPfy4HydLgvZg==,30,5.0,2.0,189.0,189.0,575000,2
3NO0Ur/IiDZNtyVQvW5adw==,4,4.0,2.0,128.0,100.0,285000,2
M1xFNI01PHk6gU8fXGBsQg==,5,4.0,1.0,165.0,87.0,138000,2
TW7S/PaJoG3+k72DpiXlDQ==,8,6.486892892204959,2.0,438.48303308462806,160.0,650000,3
7Cy+LDn8ASy9o15l8cMjsQ==,10,3.996554406587324,3.0,167.0,160.0,320000,3
eqF8woKX8h66dSkhzYevBw==,32,5.0,2.0,290.0,181.0,690000,3
FTM/hOkdIxOKrs3NtWX3fg==,39,3.499003668291476,4.0,159.0,137.0,369000,3
yh9VGa9+44juJ17T80QaPg==,46,4.0,1.0,78.0,78.0,120000,6
MwsVCpxvs4mMto8ujFTMyw==,12,4.0,2.0,80.0,75.0,190000,6
RvpmF1BAGxMOVO39lj0kyg==,0,5.0,3.0,133.0,133.0,395000,6
1l0IGd9IK1F6rskOCi8Raw==,1,4.0,2.0,215.0,185.0,390000,6
CDbSmV6hV6s9Pw9VcIHjkQ==,1,4.0,2.0,124.0,124.0,245000,6
6Xtglv56p9KW4hcHFoZtuQ==,1,4.0,2.0,90.0,80.0,242000,6
I4oWLyNZZ8TmTTqhVax4jA==,1,4.0,2.0,103.0,94.0,275000,6
BbUFbt4PO9qoeTiMko1U8A==,1,4.0,2.0,99.0,90.0,210000,6
llT4s6rr+wmZSiZQAI2RFQ==,1,4.0,2.0,103.0,94.0,275000,6
7u/PAikekF6TaENdg2wCuw==,1,4.0,2.0,90.0,80.0,242000,6
LQjGz2kMVhB7njQSlBQOZQ==,8,4.0,2.0,118.0,118.0,360000,6
MRAto2onCkXTzqEMWUKNuQ==,8,4.0,3.0,100.0,90.0,360000,6
+zdZzmU+DGwC+HHHP/f3bw==,8,4.0,1.0,72.0,64.0,232000,6
P4x9M/9+R5JXPnoRU5blMw==,8,4.0,2.0,147.0,147.0,320000,6
5dPabvLQkj68gBVybggfig==,9,4.0,2.0,110.0,94.0,279500,6
X6956lpYdz7SJ4VhmuvF6A==,40,4.0,1.0,87.0,78.0,130000,6
0Hy25tEO8Rw0jevnkHzJjw==,2,4.0,1.0,83.0,80.0,285000,6
Qz1PeoI9Hx5bpAXDTgc8VA==,2,5.0,3.0,133.0,133.0,395000,6
og/M6jGgjtmvbTmzjVJFdQ==,2,4.0,2.0,157.0,157.0,560000,6
b8f/pEPLM/xuTUlOO1V23w==,2,4.0,2.0,163.0,153.0,530000,6
dSyLSRHPkXh4mOVXxYQizw==,13,3.5000087202218984,1.0,100.0,100.0,185000,6
CqZJ1k/hdeastfK0Nt/giw==,13,4.0,1.0,86.0,86.0,185000,6
whY2q3dgzMvw7js7a6FV3w==,13,4.0,1.0,56.0,54.0,143000,6
HtCxBJasSi1xJv5vfh4Szg==,22,4.0,3.0,180.0,145.0,650000,6
VZ8lwG88dMw6QWeMMzCobg==,3,4.0,2.0,108.0,102.0,365000,6
62xcMdHpMegqiSTlHL29FQ==,3,4.0,3.0,159.0,144.0,485000,6
ID7J++abAY0qsrQSlKskSQ==,3,5.0,3.0,133.0,133.0,395000,6
nVpi4NsEr7Oa+23k7Zwsrg==,25,4.0,3.0,141.0,141.0,670000,6
fEYhfwNX9mT8lDyy/jXF0Q==,5,4.0,2.0,135.0,118.0,350000,6
yC2LycFmBqWdLp6jPUOMWw==,17,4.0,3.0,89.0,80.0,234000,6
IVrg/7ga//k+5fkx4lTBeQ==,34,5.0,2.0,136.0,120.0,148900,2
H6tGR+SGLQqX+6b1KJhfHA==,8,5.0,3.0,340.0,200.0,400000,3
TTEZHgyy5Sp6/Hqsj7N+jQ==,28,5.0,4.0,230.0,170.0,405000,3
Hy4lIUL91ENog6mjVCNflw==,5,4.49860275603773,2.0,280.0,280.0,390000,3
0yRhgSgnhFjDZqmcmPKcVg==,1,5.0,4.0,170.0,160.0,370000,6
txAuJT6N50EO4aEZdRrXgw==,8,5.0,4.0,212.0,212.0,580000,6
+TQBdqLcjkwdd5qpsMIGXA==,9,5.0,3.0,175.0,133.0,450000,6
gmmFasYhroALd2lzpRiIqg==,9,5.0,3.0,134.0,130.0,375000,6
w8/uc4q8ggtJpkUzLtaEdA==,2,5.0,5.0,395.0,295.0,750000,6
HsUngWwb7WaikOtgclcceQ==,12,5.0,3.0,220.0,170.0,200000,2
bMUPGxq5n784kipwuCYNiw==,13,6.0,4.0,189.0,189.0,315000,6
1B9Vy5d/+DIk7AZPFoQ3HA==,12,7.0,3.0,253.0,205.0,200000,3
eO7sx5YG5iAYdRtiupDWJw==,12,7.0,3.0,253.0,205.0,205000,3
UU2WkV6GIA6F9OkiFWSHtQ==,1,6.499624019000445,4.0,624.0,491.0,399000,3
v0o2eeOqJGikOk7kvla/+A==,4,3.0,2.0,52.0,52.0,105000,2
tcDAbkgTXv9E9G5UDNlu8Q==,52,3.0000000000000004,2.0,250.0,120.0,135000,3
VZEOAz7eD6D42pE5ESxM1A==,28,4.500146350158632,1.0,142.0,151.0,250000,3
ZDvkPkYz7kyEQf1UeAFzOQ==,42,3.9997895839893296,1.0,147.0,100.0,140000,3
wIUNAo8NX3d8tqgCXI8VJA==,42,3.213447272647267,1.0,155.0,105.0,245000,3
ljr5D1zCK5FFgRXW4kB7og==,27,15.0,8.0,500.0,384.0,470000,3
QuUUGJkdR885uwAiUn6UmA==,12,0.0,0.0,206.0,165.5150679857523,210000,4
2nMl3UllX92exSdaXrO3zg==,1,0.0,0.0,171.0,415.9590862779879,400000,4
9rtVuBNaF0ildxeQWlIOrA==,31,0.0,0.0,173.0,173.0,265000,4
spe4lh+xPzyt629Dpl0yOQ==,4,0.0,0.0,175.0,59.31492457823656,420000,4
IT11XWN9xQSixgwyiV4r1w==,41,0.0,0.0,363.0,938.6448666302908,595000,4
nCaz4AaeD7ZYCKwnT49VXA==,48,0.0,0.0,500.0,500.0,390000,4
v5ylxz0JzFNPI5kWdWdOCg==,48,0.0,0.0,115.0,37.44754646776265,200000,4
OQi2Jjf0MV9RA7yOeqq3pg==,12,0.0,0.0,224.0,156.0,280000,8
+1yHAb59bxMhLHbU1fyIhw==,24,0.0,0.0,45.0,40.0,140000,8
