age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
41,0,0,1,0,0,0,0,6,0,285,1,999,0,0,10,18,20,303,11,no
29,1,2,0,0,0,0,0,6,4,135,1,999,0,0,10,18,20,300,11,no
72,8,1,3,0,1,0,0,2,1,370,1,999,0,0,6,1,4,128,6,no
39,2,2,2,0,0,1,1,1,0,98,1,999,0,0,10,24,18,297,11,no
55,2,0,2,0,0,0,0,3,2,140,3,999,1,1,5,11,23,223,7,no
36,4,2,4,0,0,0,1,0,3,164,2,999,0,0,9,19,10,289,9,no
46,9,0,2,0,0,0,1,2,0,130,1,999,0,0,10,14,9,312,11,no
45,2,1,2,0,0,0,0,5,4,980,2,999,0,0,1,12,19,266,10,yes
32,0,2,5,0,1,0,0,0,1,343,6,999,1,1,5,9,22,208,7,no
35,0,0,2,0,0,0,0,5,0,273,2,999,1,1,1,12,19,270,10,no
41,3,0,3,0,0,1,1,8,2,595,1,999,0,0,7,6,5,48,5,yes
59,9,0,1,0,1,1,1,0,1,70,1,999,0,0,9,19,10,285,9,no
47,0,0,1,0,0,1,1,0,3,95,1,999,0,0,9,19,10,289,9,no
51,7,1,3,0,0,0,0,5,2,133,1,999,0,0,1,12,19,268,10,no
50,6,1,3,0,1,0,0,4,4,166,2,999,0,0,5,8,25,244,7,no
39,7,1,1,0,1,0,0,6,2,174,1,999,0,0,10,18,20,305,11,no
30,3,0,0,0,0,0,1,0,4,509,2,999,0,0,9,19,10,288,9,no
34,2,0,3,0,0,0,0,9,2,161,1,18,2,1,3,22,11,130,1,no
31,4,2,2,0,1,0,1,1,4,422,6,999,0,0,10,24,18,297,11,yes
53,2,1,3,0,0,1,1,0,3,172,2,999,0,0,9,19,10,289,9,no
36,2,2,2,0,1,0,0,6,3,165,1,999,0,0,10,18,20,306,11,no
42,5,0,3,0,1,0,0,2,4,321,1,999,0,0,10,14,9,309,11,no
36,10,2,4,0,0,0,0,0,0,567,2,999,0,0,5,9,22,196,7,no
32,2,2,3,0,1,0,1,0,0,112,1,999,0,0,9,19,10,286,9,no
47,2,1,3,0,1,0,0,2,2,381,3,999,0,0,10,14,9,307,11,no
30,5,2,3,0,1,0,0,2,3,183,7,999,0,0,10,14,9,306,11,no
39,1,0,0,0,0,0,1,0,4,159,1,999,0,0,9,19,10,290,9,no
32,4,0,2,0,0,0,1,0,2,628,2,999,0,0,5,9,22,205,7,yes
56,4,0,2,0,0,0,0,6,3,427,2,999,1,1,4,23,15,128,2,no
37,2,0,3,0,0,0,0,6,2,163,1,999,0,0,10,18,20,306,11,no
44,7,2,5,0,1,0,0,0,0,74,1,999,0,0,5,9,22,214,7,no
33,5,2,3,0,1,0,0,6,4,141,2,999,0,0,10,18,20,306,11,no
39,0,0,4,0,1,0,1,0,1,198,1,999,0,0,9,19,10,286,9,no
32,2,2,2,0,1,1,0,6,0,169,4,999,0,0,10,18,20,303,11,no
41,5,0,1,0,1,0,0,6,0,250,1,999,0,0,10,18,20,303,11,no
41,5,0,2,0,1,0,1,0,4,257,6,999,0,0,9,19,10,284,9,no
58,9,0,1,0,1,0,0,2,2,84,3,999,0,0,10,14,9,310,11,no
57,0,1,1,0,0,0,0,6,1,485,1,999,0,0,10,18,20,304,11,no
24,0,0,0,0,0,1,1,0,4,101,6,999,0,0,9,19,10,284,9,no
30,5,2,3,0,0,1,0,2,3,73,3,999,0,0,10,14,9,305,11,no
39,4,1,2,0,1,1,0,6,3,187,1,999,0,0,10,18,20,305,11,no
54,5,0,3,0,0,0,1,0,1,172,5,999,1,1,5,17,14,25,3,no
33,4,0,2,0,1,0,0,6,1,130,1,999,0,0,10,18,20,305,11,no
57,2,0,3,0,1,0,0,5,2,182,1,3,2,2,8,5,3,49,4,yes
48,4,0,2,0,0,1,0,2,0,72,1,999,0,0,10,14,9,308,11,no
59,9,0,1,0,0,0,0,2,3,121,6,999,0,0,6,1,4,127,6,no
47,0,0,0,0,1,0,1,1,0,146,3,999,0,0,10,24,18,303,11,no
30,4,0,2,0,0,0,0,0,2,237,2,999,0,0,5,9,22,206,7,no
33,2,0,3,0,0,0,1,0,0,89,3,999,0,0,9,19,10,286,9,no
31,10,2,3,0,0,0,0,6,3,324,1,999,0,0,10,18,20,301,11,no
47,5,0,2,0,1,0,0,2,1,111,2,999,0,0,10,14,9,308,11,no
33,0,0,4,0,0,0,0,6,1,17,11,999,0,0,10,18,20,305,11,no
24,2,2,2,0,0,0,0,6,0,595,2,999,0,0,10,18,20,303,11,no
32,9,2,3,0,0,0,0,6,1,71,4,999,0,0,10,18,20,304,11,no
32,0,0,2,0,0,0,0,3,3,259,2,999,1,1,5,11,23,225,7,no
80,0,0,2,0,1,0,0,3,4,105,6,999,3,1,5,11,23,219,7,no
49,2,0,3,0,1,0,0,0,2,155,1,999,0,0,5,9,22,212,7,no
19,10,2,0,0,0,0,0,3,1,299,1,999,0,0,5,11,23,227,7,yes
59,9,0,1,0,1,0,1,7,1,2187,1,999,0,0,8,3,1,66,4,no
32,0,1,1,0,1,0,1,1,0,23,2,999,0,0,10,24,18,291,11,no
48,2,0,2,0,1,0,1,5,2,24,1,999,0,0,1,12,19,273,10,no
41,7,2,2,0,0,0,0,6,3,149,2,999,0,0,10,18,20,305,11,no
45,0,0,1,0,1,0,1,2,1,81,3,999,0,0,10,14,9,308,11,no
43,2,0,3,0,0,0,0,3,3,114,2,999,0,0,5,11,23,215,7,no
30,2,2,3,0,1,0,0,1,3,124,1,999,0,0,4,21,13,70,2,no
46,2,2,3,0,0,0,0,6,3,309,1,999,0,0,6,4,6,189,6,yes
64,2,0,3,0,1,1,0,8,3,1804,3,999,0,0,7,6,5,53,5,no
43,2,0,3,0,0,0,1,6,2,122,4,999,0,0,10,18,20,306,11,no
31,0,0,0,0,1,0,1,1,3,47,1,999,0,0,10,24,18,292,11,no
47,1,1,3,0,0,0,1,0,4,29,3,999,0,0,9,19,10,286,9,no
56,3,1,3,0,1,0,1,3,4,42,1,999,0,0,5,11,23,220,7,no
35,2,0,3,0,0,1,0,2,2,156,1,999,0,0,10,14,9,308,11,no
50,0,2,0,0,0,0,1,0,3,236,3,999,0,0,9,19,10,289,9,no
31,4,2,2,0,0,0,1,1,1,953,1,999,0,0,10,24,18,290,11,no
33,0,0,0,0,1,0,1,0,4,134,9,999,0,0,5,9,22,197,7,no
49,2,1,3,0,1,0,0,2,1,126,1,999,0,0,10,14,9,311,11,no
26,2,2,2,0,1,0,0,3,0,785,1,999,0,0,5,11,23,220,7,yes
44,3,2,5,0,0,0,0,0,0,922,4,999,0,0,5,9,22,214,7,yes
49,9,0,1,0,0,0,0,2,2,311,1,999,0,0,10,14,9,310,11,no
36,0,0,3,0,0,1,1,0,4,297,1,999,0,0,9,19,10,286,9,no
53,0,0,4,0,0,1,0,6,1,101,2,999,0,0,10,18,20,304,11,no
44,2,0,3,0,0,0,1,1,2,25,1,999,0,0,10,24,18,290,11,no
42,4,0,3,0,0,0,0,3,0,17,6,999,0,0,5,11,23,220,7,no
34,5,0,3,0,0,0,0,0,4,47,2,999,1,1,5,9,22,210,7,no
32,0,2,0,0,1,0,0,6,4,166,1,999,0,0,10,18,20,300,11,no
49,0,0,1,0,0,0,1,2,3,158,1,999,0,0,10,14,9,307,11,no
54,0,0,1,0,0,0,0,2,0,56,4,999,0,0,10,14,9,308,11,no
30,4,0,2,0,0,0,1,0,1,261,1,999,0,0,9,19,10,285,9,no
38,7,0,0,0,0,0,0,6,4,215,3,999,0,0,10,18,20,300,11,no
40,3,0,3,0,1,0,0,5,2,210,1,999,0,0,1,12,19,268,10,no
56,3,0,3,0,1,0,0,1,3,754,3,999,0,0,6,10,17,195,6,no
29,2,0,3,0,1,1,0,2,3,220,3,999,0,0,10,14,9,306,11,no
32,0,0,0,0,1,0,0,5,0,1091,2,5,1,2,1,12,19,270,10,yes
32,4,0,2,0,1,0,1,0,1,190,3,999,0,0,9,19,10,286,9,no
30,2,2,2,0,1,0,1,6,4,30,2,999,0,0,10,18,20,302,11,no
26,2,2,2,0,1,0,0,3,2,171,1,999,0,0,5,11,23,223,7,yes
36,3,1,1,0,0,0,1,1,3,174,1,999,0,0,10,24,18,292,11,no
50,0,2,0,0,1,0,1,1,1,756,2,999,0,0,10,24,18,304,11,no
71,8,0,1,0,0,0,0,2,1,216,1,999,0,0,6,1,4,115,6,yes
56,0,0,1,0,1,0,1,0,4,1097,15,999,0,0,9,19,10,290,9,yes
29,2,0,2,0,0,0,0,6,1,681,1,999,0,0,10,18,20,305,11,yes
39,1,0,4,0,1,0,1,1,0,156,5,999,0,0,10,24,18,291,11,no
39,2,2,2,0,1,0,0,6,3,9,6,999,0,0,10,18,20,311,11,no
37,0,0,4,0,0,0,0,6,2,279,1,999,0,0,10,18,20,305,11,no
32,5,1,3,0,0,0,0,1,0,532,2,999,0,0,6,10,17,200,6,yes
44,1,0,0,0,0,0,0,5,1,129,2,999,0,0,1,12,19,269,10,no
53,2,0,4,0,1,0,0,2,0,51,4,999,0,0,10,14,9,308,11,no
32,4,0,2,0,0,0,1,0,2,127,2,999,0,0,9,19,10,287,9,no
51,2,0,5,0,0,0,0,6,3,132,1,999,0,0,10,18,20,306,11,no
53,3,0,1,0,1,0,1,0,3,107,2,999,0,0,9,19,10,289,9,no
51,0,0,1,0,0,0,0,2,0,197,3,999,0,0,10,14,9,308,11,no
45,6,1,2,0,1,0,0,0,2,90,1,999,0,0,5,9,22,212,7,no
32,2,0,2,0,0,0,0,1,2,342,1,10,1,2,6,10,17,200,6,no
33,4,0,5,0,0,1,0,6,3,630,4,999,0,0,10,18,20,311,11,yes
27,2,2,3,0,0,1,1,0,1,194,2,999,0,0,9,19,10,285,9,no
31,2,2,3,0,0,0,1,6,4,400,1,999,0,0,10,18,20,302,11,no
48,2,1,3,0,0,0,0,5,4,96,3,999,1,1,1,12,19,266,10,no
33,5,1,3,0,0,1,0,6,3,260,1,999,0,0,10,18,20,301,11,no
53,3,2,3,0,1,1,0,5,3,61,2,999,1,1,1,12,19,267,10,no
44,0,0,5,0,0,0,0,1,4,336,3,3,1,2,6,10,17,204,6,no
52,1,0,3,0,1,0,1,5,3,21,1,999,0,0,1,12,19,267,10,no
29,2,2,3,0,0,1,0,2,4,33,4,999,0,0,10,14,9,307,11,no
38,1,0,0,0,0,0,0,5,1,390,3,999,0,0,1,12,19,269,10,no
53,4,1,3,0,0,1,0,5,1,105,1,999,0,0,1,12,19,269,10,no
54,1,0,4,0,0,0,0,5,2,616,3,999,1,1,1,12,19,268,10,no
49,1,0,3,0,1,0,0,5,0,96,1,999,0,0,1,12,19,270,10,no
32,1,2,3,0,1,0,0,6,4,237,2,999,1,1,4,23,15,116,2,no
32,2,2,3,0,0,0,0,2,0,151,3,999,0,0,10,14,9,308,11,no
39,4,0,2,0,1,0,0,6,1,297,1,999,0,0,10,18,20,305,11,no
73,8,0,4,0,0,0,1,4,0,659,1,999,0,0,5,13,8,16,3,yes
58,8,0,1,0,1,0,1,0,0,159,3,999,0,0,9,19,10,287,9,no
34,0,0,0,0,0,0,1,1,0,197,1,999,0,0,10,24,18,291,11,no
55,4,0,2,0,0,0,0,2,1,209,3,999,0,0,10,14,9,308,11,no
53,0,1,1,0,0,0,0,6,1,648,2,999,0,0,10,18,20,304,11,yes
32,2,0,2,0,1,0,0,4,3,115,2,999,0,0,5,8,25,250,7,no
35,0,0,1,0,1,1,0,0,0,285,2,999,1,1,5,9,22,209,7,no
41,0,0,0,0,1,0,1,0,0,120,1,999,0,0,9,19,10,286,9,no
31,1,2,3,0,1,0,1,1,1,166,1,999,0,0,10,24,18,290,11,no
41,7,2,1,0,1,0,1,0,2,430,1,999,0,0,9,19,10,286,9,no
26,1,2,3,0,1,0,0,4,3,139,1,999,0,0,5,8,25,245,7,yes
30,0,2,1,0,1,0,1,0,2,59,8,999,0,0,9,19,10,287,9,no
55,4,1,2,0,1,0,0,6,1,204,3,999,0,0,10,18,20,304,11,no
29,4,1,2,0,1,0,0,0,1,259,1,999,0,0,5,9,22,213,7,no
28,5,2,3,0,1,0,0,6,1,146,3,6,2,2,4,23,15,120,2,no
27,0,2,0,0,0,0,1,6,0,111,3,999,0,0,10,18,20,305,11,no
32,5,0,2,0,0,0,1,1,4,293,5,999,1,1,6,10,17,194,6,yes
48,2,0,3,0,0,0,0,1,0,136,1,999,1,1,6,10,17,193,6,no
40,4,2,2,0,1,0,1,1,1,420,4,999,0,0,10,24,18,304,11,no
44,0,0,4,0,1,0,0,2,0,67,2,999,0,0,10,14,9,308,11,no
31,0,0,4,0,0,0,1,1,2,406,2,999,0,0,10,24,18,290,11,no
42,2,0,3,0,1,0,1,0,3,431,1,999,0,0,9,19,10,289,9,no
52,1,1,3,0,0,0,0,5,0,89,2,999,1,1,1,12,19,270,10,no
51,0,0,0,0,0,0,0,3,0,143,2,999,0,0,5,11,23,220,7,no
46,2,1,0,0,1,0,1,0,2,423,1,999,0,0,9,19,10,285,9,no
42,0,1,2,0,0,0,0,0,2,175,1,999,1,1,5,9,22,212,7,no
31,5,1,2,0,0,0,0,2,0,81,3,999,0,0,10,14,9,308,11,no
35,5,0,3,0,0,0,0,0,0,502,1,999,1,1,5,9,22,209,7,no
33,2,2,3,0,0,0,0,2,2,183,3,999,0,0,10,14,9,307,11,no
31,5,2,3,0,0,0,0,2,2,136,1,999,0,0,10,14,9,307,11,no
41,2,0,4,0,1,0,1,0,4,193,2,999,0,0,9,19,10,286,9,no
37,0,2,4,0,1,0,1,6,0,37,1,999,0,0,10,18,20,303,11,no
36,0,0,0,0,0,0,1,0,1,547,3,999,0,0,9,19,10,286,9,no
55,0,0,4,0,1,0,0,6,3,78,1,999,0,0,10,18,20,305,11,no
32,2,0,2,0,1,0,0,0,3,84,1,999,0,0,5,9,22,211,7,no
36,0,1,0,0,0,0,0,0,2,155,1,999,0,0,5,9,22,206,7,no
42,3,2,3,0,0,0,0,2,1,133,6,999,0,0,10,14,9,308,11,no
36,0,0,0,0,0,0,0,3,4,1064,3,999,1,1,5,11,23,220,7,no
35,0,0,4,0,1,0,1,0,2,39,1,999,0,0,9,19,10,286,9,no
35,2,0,2,0,0,0,0,0,1,159,3,999,0,0,5,9,22,203,7,no
43,7,0,3,0,0,0,0,6,1,261,1,999,0,0,10,18,20,304,11,no
31,4,2,2,0,0,0,1,0,2,17,2,999,0,0,9,19,10,285,9,no
48,0,0,0,0,0,0,0,0,1,88,2,999,0,0,5,9,22,213,7,no
42,1,0,3,0,0,0,0,0,0,568,1,999,0,0,5,9,22,209,7,no
47,2,0,0,0,0,0,0,6,0,461,1,999,0,0,10,18,20,303,11,no
34,0,0,2,0,0,0,0,3,0,143,1,999,1,1,5,11,23,220,7,no
51,1,0,5,0,0,0,1,0,1,141,2,999,0,0,9,19,10,286,9,no
48,5,2,2,0,1,1,0,6,1,93,2,999,0,0,10,18,20,304,11,no
58,2,2,3,0,0,0,0,0,1,851,1,999,0,0,5,9,22,213,7,yes
29,3,0,3,0,0,1,0,5,4,729,1,999,0,0,1,12,19,266,10,yes
43,6,0,5,0,1,0,1,1,4,38,2,999,0,0,10,24,18,302,11,no
49,7,0,1,0,1,0,1,1,3,285,1,999,0,0,10,24,18,292,11,no
31,0,2,2,0,0,0,1,6,2,82,1,999,0,0,10,18,20,306,11,no
38,2,2,2,0,1,0,0,0,1,96,6,999,1,1,5,9,22,208,7,no
26,0,2,0,0,0,0,0,0,3,40,1,999,0,0,5,9,22,203,7,no
43,2,1,2,0,1,1,0,5,4,74,1,999,0,0,1,12,19,266,10,no
42,4,1,2,0,1,0,1,0,2,185,1,999,0,0,9,19,10,285,9,no
45,2,1,2,0,1,0,0,6,0,300,1,999,0,0,10,18,20,305,11,no
31,2,2,2,0,1,0,0,2,0,93,2,999,0,0,10,14,9,306,11,no
25,2,0,1,0,1,0,1,1,0,112,1,999,0,0,10,24,18,291,11,no
36,4,2,2,0,0,0,0,3,0,142,2,999,1,1,5,11,23,220,7,no
34,5,0,3,0,1,0,1,0,1,162,1,999,0,0,9,19,10,286,9,no
28,1,0,0,0,0,0,0,0,1,328,2,999,0,0,5,9,22,208,7,no
31,3,0,0,0,1,0,1,0,3,301,4,999,0,0,9,19,10,289,9,no
38,5,2,3,0,0,0,0,0,0,12,13,999,0,0,5,9,22,196,7,no
30,5,2,5,0,0,0,0,2,2,46,9,999,0,0,10,14,9,307,11,no
46,0,0,4,0,1,0,0,3,4,193,1,999,0,0,5,11,23,220,7,no
56,0,0,1,0,1,1,0,2,3,360,1,999,0,0,10,14,9,311,11,no
32,10,2,3,0,1,0,0,5,2,138,1,999,0,0,1,12,19,268,10,no
32,0,0,1,0,0,0,0,0,4,460,3,999,0,0,5,9,22,197,7,no
49,0,0,1,0,1,0,1,0,1,384,1,999,0,0,9,19,10,286,9,no
66,8,1,0,0,0,0,0,2,2,810,3,999,2,1,6,1,4,123,6,yes
49,7,0,2,0,1,0,1,0,4,189,1,999,0,0,9,19,10,284,9,no
28,2,2,3,0,1,0,1,1,2,156,3,999,0,0,10,24,18,305,11,no
37,0,0,1,0,0,0,0,0,2,164,3,999,0,0,5,9,22,212,7,no
53,1,1,2,0,1,0,0,6,0,121,2,999,0,0,10,18,20,305,11,no
28,2,0,3,0,0,0,1,1,0,406,2,999,0,0,10,24,18,303,11,no
30,0,2,1,0,1,0,1,6,3,267,1,999,0,0,10,18,20,309,11,no
34,2,0,2,0,0,0,0,0,4,340,2,999,1,1,5,9,22,197,7,no
41,2,1,2,0,0,0,0,2,4,258,2,6,3,2,4,20,12,144,2,yes
45,2,0,3,0,1,1,0,5,2,106,1,999,1,1,8,5,3,48,4,no
56,5,0,5,0,0,0,1,0,3,124,3,999,0,0,9,19,10,289,9,no
42,9,0,3,0,0,1,0,2,3,2372,3,999,0,0,10,14,9,305,11,yes
48,4,0,2,0,1,0,1,0,1,152,1,999,0,0,9,19,10,286,9,no
50,7,0,0,0,0,0,1,1,2,296,3,999,0,0,10,24,18,302,11,no
41,5,1,5,0,1,0,0,2,2,167,7,999,0,0,10,14,9,307,11,no
45,9,0,1,0,0,0,0,3,0,158,2,999,0,0,5,11,23,220,7,yes
35,2,2,3,0,0,0,0,2,0,547,6,999,0,0,10,14,9,306,11,no
45,4,2,4,0,0,0,0,3,4,164,4,999,0,0,5,11,23,220,7,yes
32,0,0,5,0,1,0,1,0,0,202,1,999,0,0,9,19,10,286,9,no
44,5,2,5,0,1,0,1,0,0,374,6,999,0,0,9,19,10,287,9,no
54,0,1,4,0,1,0,1,1,0,832,18,999,0,0,10,24,18,304,11,no
45,7,0,1,0,1,0,1,5,1,67,7,999,0,0,1,12,19,269,10,no
33,2,0,3,0,0,1,0,2,3,1834,1,999,0,0,10,14,9,311,11,no
44,5,0,5,0,1,0,0,2,1,59,6,999,0,0,10,14,9,308,11,no
27,0,0,3,0,1,1,0,0,2,131,1,999,0,0,5,9,22,206,7,no
37,0,1,0,0,0,0,1,0,3,604,4,999,0,0,5,9,22,203,7,yes
30,2,2,3,0,1,1,0,2,0,67,8,999,0,0,10,14,9,308,11,no
37,4,0,2,0,0,0,1,0,2,312,5,999,0,0,9,19,10,288,9,no
47,3,0,5,0,0,0,1,1,0,338,2,999,0,0,10,24,18,291,11,no
32,1,0,2,0,1,0,1,1,4,143,2,999,0,0,10,24,18,310,11,no
38,7,0,4,0,0,0,1,0,3,196,1,999,0,0,9,19,10,284,9,no
30,0,1,0,0,0,0,1,0,2,64,4,999,0,0,9,19,10,286,9,no
36,1,0,3,0,0,1,0,3,0,163,1,999,1,1,5,11,23,220,7,no
32,2,2,3,0,0,0,0,6,3,315,4,999,0,0,6,4,6,169,6,no
47,1,0,0,0,1,0,1,5,0,53,1,999,0,0,1,12,19,270,10,no
32,2,2,3,0,0,0,0,0,0,157,4,999,1,1,5,9,22,202,7,no
39,6,0,2,0,1,0,0,2,3,192,3,999,0,0,6,1,4,119,6,yes
43,5,1,2,0,0,0,0,5,3,94,1,999,0,0,1,12,19,267,10,no
48,2,0,3,0,0,0,0,1,2,95,1,999,0,0,6,10,17,200,6,no
31,0,0,0,0,0,1,1,0,0,88,6,999,0,0,9,19,10,287,9,no
36,1,0,3,0,0,0,0,2,4,100,1,999,0,0,6,1,4,125,6,no
34,4,0,0,0,0,0,1,0,1,150,2,999,0,0,9,19,10,285,9,no
28,2,2,2,0,1,0,0,7,2,1246,2,999,0,0,3,25,24,154,1,yes
41,5,1,3,0,1,0,0,2,4,519,1,999,0,0,10,14,9,309,11,yes
30,6,2,2,0,1,0,0,0,4,13,11,999,0,0,5,9,22,197,7,no
43,7,0,1,0,1,0,1,0,1,623,1,999,0,0,9,19,10,286,9,no
37,5,2,0,0,1,0,1,0,1,83,1,999,0,0,9,19,10,285,9,no
32,2,0,3,0,1,0,0,6,3,100,1,999,0,0,10,18,20,311,11,no
32,5,0,5,0,1,0,0,3,0,322,2,999,1,1,5,11,23,220,7,no
40,2,0,3,0,1,0,1,1,3,650,2,999,0,0,10,24,18,292,11,no
33,2,0,2,0,1,0,0,3,4,220,6,999,0,0,5,11,23,220,7,no
24,0,2,0,0,0,0,0,0,2,221,2,999,0,0,5,9,22,206,7,no
40,0,0,0,0,1,0,0,3,1,354,1,999,0,0,5,11,23,227,7,no
41,2,0,3,0,1,0,0,2,3,84,5,999,0,0,10,14,9,305,11,no
28,2,0,3,0,1,0,1,0,1,203,2,999,0,0,9,19,10,285,9,no
56,2,0,2,0,0,0,0,2,1,182,1,999,0,0,10,14,9,311,11,no
47,0,2,0,0,0,0,0,6,2,72,1,999,0,0,10,18,20,300,11,no
36,7,0,3,0,0,0,0,6,2,191,2,999,0,0,10,18,20,306,11,no
84,8,0,2,0,1,0,0,8,1,351,1,999,0,0,7,6,5,48,5,yes
36,2,2,3,0,0,0,0,5,3,287,2,999,0,0,1,12,19,267,10,no
49,0,0,1,0,0,0,1,0,3,109,1,999,0,0,9,19,10,289,9,no
51,5,0,5,0,0,0,0,6,1,248,2,999,0,0,10,18,20,304,11,no
55,5,0,5,0,0,0,0,3,0,371,3,999,2,1,5,11,23,228,7,no
43,5,0,2,0,1,0,0,6,2,332,3,999,0,0,10,18,20,300,11,no
38,5,2,5,0,0,0,0,9,3,386,2,6,1,2,3,22,11,123,1,yes
35,2,0,2,0,1,0,0,3,1,327,2,999,1,1,5,11,23,227,7,no
31,4,2,2,0,1,0,0,6,3,61,4,999,0,0,10,18,20,311,11,no
40,2,0,3,0,0,0,0,5,3,20,6,999,0,0,1,12,19,267,10,no
44,7,0,1,0,1,0,0,0,1,84,1,999,1,1,5,9,22,213,7,no
25,2,2,3,0,1,1,0,3,4,207,1,999,0,0,5,15,7,11,3,no
35,2,0,3,0,0,1,0,2,3,176,1,999,2,1,4,20,12,140,2,no
32,0,1,1,0,1,0,1,0,1,537,9,999,0,0,9,19,10,286,9,no
49,0,0,4,0,0,0,1,0,1,171,1,999,0,0,9,19,10,285,9,no
50,0,0,1,0,1,0,0,2,0,79,3,999,0,0,10,14,9,308,11,no
20,7,2,2,0,1,0,1,0,4,217,2,999,0,0,9,19,10,284,9,no
29,2,2,2,0,0,0,0,6,1,202,2,999,0,0,10,18,20,305,11,no
30,5,2,5,0,0,0,0,2,3,16,12,999,0,0,10,14,9,305,11,no
53,0,0,4,0,0,0,0,6,4,386,2,999,0,0,10,18,20,305,11,no
33,2,2,3,0,0,0,1,0,4,122,2,999,0,0,9,19,10,284,9,no
59,0,0,1,0,1,0,0,6,4,124,2,999,0,0,10,18,20,305,11,no
35,0,0,1,0,1,0,1,1,3,71,1,999,0,0,10,24,18,304,11,no
43,2,2,2,0,1,0,0,0,3,209,2,999,0,0,5,9,22,211,7,no
46,1,1,3,0,1,0,1,0,2,201,1,999,0,0,9,19,10,288,9,no
31,0,0,1,0,0,1,1,1,0,240,2,999,0,0,10,24,18,304,11,no
43,4,0,2,0,1,0,0,5,0,118,1,999,0,0,1,12,19,270,10,no
39,5,0,5,0,0,0,0,0,3,292,1,999,0,0,5,9,22,203,7,no
47,3,0,3,0,1,0,0,2,1,109,2,999,0,0,10,14,9,308,11,no
39,2,0,4,0,0,0,0,6,2,138,1,999,0,0,10,18,20,306,11,no
42,3,0,5,0,0,0,0,0,4,50,1,999,0,0,5,9,22,197,7,no
31,7,1,2,0,0,0,1,0,3,1120,2,999,0,0,9,19,10,284,9,yes
42,2,0,0,0,1,0,1,6,1,75,1,999,0,0,10,18,20,304,11,no
31,5,0,3,0,1,0,0,2,3,56,2,999,0,0,10,14,9,307,11,no
29,2,2,3,0,0,1,0,2,3,368,1,999,0,0,10,14,9,306,11,no
29,2,2,3,0,1,0,0,2,4,186,3,999,0,0,10,14,9,306,11,no
41,0,0,4,0,0,1,0,0,3,65,1,999,0,0,5,9,22,211,7,no
27,3,2,3,0,1,0,1,7,4,84,3,999,0,0,3,25,24,172,1,no
26,0,2,0,0,1,0,0,6,3,559,2,999,0,0,10,18,20,306,11,no
31,5,0,5,0,0,0,1,0,1,130,2,999,0,0,9,19,10,285,9,no
37,7,0,1,0,0,0,0,3,4,1130,3,999,0,0,5,11,23,220,7,no
36,0,0,1,0,1,0,0,3,4,315,1,6,1,2,5,15,7,21,3,yes
57,6,0,3,0,0,0,0,6,3,1173,4,999,0,0,10,18,20,305,11,no
29,0,2,5,0,1,1,0,4,1,207,2,999,1,1,5,13,8,16,3,yes
33,0,2,0,0,0,0,1,6,3,465,7,999,0,0,10,18,20,306,11,no
38,1,0,3,0,1,0,0,2,2,58,1,999,0,0,10,14,9,308,11,no
34,2,1,3,0,1,0,1,0,1,382,2,999,0,0,9,19,10,285,9,no
29,4,0,2,0,1,0,0,0,3,185,10,999,0,0,5,9,22,203,7,no
37,1,1,3,0,0,0,0,0,0,176,1,999,0,0,5,9,22,196,7,no
26,10,2,0,0,0,0,1,7,1,1003,3,999,0,0,8,3,1,70,4,yes
30,10,2,0,0,1,0,1,1,3,90,3,999,0,0,10,24,18,301,11,no
54,5,0,5,0,0,1,0,2,3,64,2,999,0,0,10,14,9,307,11,no
53,5,0,4,0,1,0,0,5,4,138,1,999,0,0,1,12,19,266,10,no
57,8,1,5,0,1,0,1,1,2,203,1,999,0,0,10,24,18,305,11,no
36,3,0,3,0,0,0,1,1,0,529,1,999,0,0,10,24,18,304,11,no
26,5,2,3,0,0,0,0,0,3,174,4,2,1,2,5,9,22,205,7,yes
41,4,0,2,0,1,0,1,0,4,911,2,999,0,0,9,19,10,286,9,no
71,8,0,5,0,1,0,0,7,1,323,1,999,0,0,3,25,24,160,1,yes
35,2,2,3,0,1,0,1,0,4,123,4,999,0,0,9,19,10,290,9,no
42,2,0,3,0,1,1,0,6,4,400,2,999,0,0,10,18,20,305,11,no
25,10,2,2,0,0,0,0,0,0,15,8,999,0,0,5,9,22,196,7,no
46,1,0,0,0,0,1,1,0,1,415,2,999,0,0,9,19,10,285,9,no
28,2,2,3,0,1,0,1,0,0,108,1,999,0,0,9,19,10,286,9,no
47,0,0,1,0,0,1,1,1,2,81,3,999,0,0,10,24,18,302,11,no
58,2,0,2,0,1,0,0,9,3,337,1,6,1,2,3,22,11,122,1,yes
29,2,2,4,0,0,0,0,6,0,179,4,999,0,0,10,18,20,303,11,no
33,2,0,3,0,0,0,1,0,2,623,1,999,0,0,9,19,10,287,9,no
34,5,0,5,0,0,0,0,5,1,333,1,999,0,0,1,12,19,269,10,no
47,7,1,0,0,1,0,0,5,3,187,2,999,0,0,1,12,19,267,10,no
30,1,2,3,0,0,0,0,6,0,96,1,999,0,0,10,18,20,303,11,no
34,0,0,4,0,0,0,1,0,2,811,2,999,0,0,9,19,10,287,9,no
30,5,2,5,0,0,0,0,2,1,171,6,999,0,0,10,14,9,306,11,no
